"emp_id","full_name","job_title","department","business_unit","gender","age","country","city","experience","salary"
"E04224","Lucas Ramos","Sr. Business Partner","Human Resources","Speciality Products","Male",56,"United States","Phoenix",26,NULL
"E03423","Santiago f Gonzalez","Manager","Sales","Research & Development","Male",36,"United States","Seattle",11,NULL
"E01584","Henry Zhu","Vice President","Marketing","Speciality Products","Male",38,"United States","Austin",2,NULL
"E00788","Emily Contreras","Analyst II","Sales","Manufacturing","Female",56,"Brazil","Sao Paulo",31,NULL
"E00207","Hailey Lai","Vice President","Human Resources","Manufacturing","Female",52,"China","Chengdu",11,NULL
"E00834","Vivian Guzman","Analyst II","Finance","Speciality Products","Female",53,"United States","Phoenix",22,NULL
"E04571","Hadley Contreras","Director","Engineering","Corporate","Female",60,"United States","Austin",7,NULL
"E02652","Nathan Sun","Manager","Accounting","Speciality Products","Male",63,"China","Shanghai",8,NULL
"E02693","Grace Campos","Director","Engineering","Research & Development","Female",37,"Brazil","Manaus",16,NULL
"E03359","Autumn Ortiz","Field Engineer","Engineering","Research & Development","Female",30,"Brazil","Sao Paulo",6,NULL
"E00399","Connor Walker","Analyst II","Finance","Manufacturing","Male",30,"United States","Columbus",5,NULL
"E03327","Julia Luong","Sr. Manger","Accounting","Research & Development","Female",55,"China","Chongqing",17,NULL
"E00900","Eleanor Delgado","Sr. Analyst","Marketing","Manufacturing","Female",33,"Brazil","Sao Paulo",10,NULL
"E04729","Ezekiel Fong","Vice President","Sales","Research & Development","Male",56,"China","Shanghai",20,NULL
"E00360","Dylan Thao","Director","Engineering","Manufacturing","Male",53,"United States","Seattle",11,NULL
"E02284","Josephine Salazar","Field Engineer","Engineering","Speciality Products","Female",36,"Brazil","Sao Paulo",8,NULL
"E00181","Genesis Hu","Sr. Analyst","Marketing","Corporate","Female",46,"China","Beijing",22,NULL
"E04168","Mila Juarez","Manager","Sales","Speciality Products","Female",38,"Brazil","Sao Paulo",6,NULL
"E01357","Paisley Hunter","Engineering Manager","Engineering","Research & Development","Female",61,"United States","Chicago",14,NULL
"E03591","Piper Sun","Director","Marketing","Manufacturing","Female",64,"United States","Seattle",13,NULL
"E01351","Leo Owens","Systems Analyst","IT","Corporate","Male",47,"United States","Seattle",4,35000
"E04937","Ian Ngo","Manager","Sales","Speciality Products","Male",52,"United States","Phoenix",9,NULL
"E00515","Joseph Vazquez","Sr. Manger","Accounting","Speciality Products","Male",40,"United States","Miami",5,NULL
"E01711","Benjamin Ford","Analyst II","Finance","Speciality Products","Male",31,"United States","Phoenix",3,NULL
"E00500","Henry Shah","Director","Accounting","Manufacturing","Male",55,"China","Chengdu",14,NULL
"E04972","Ivy Daniels","Sr. Manger","Human Resources","Speciality Products","Female",41,"United States","Columbus",15,NULL
"E02728","Thomas Chang","Sr. Analyst","Accounting","Research & Development","Male",34,"China","Beijing",12,NULL
"E04749","Caroline Phan","Sr. Manger","Finance","Corporate","Female",41,"United States","Austin",20,NULL
"E02599","Daniel Huang","Vice President","Human Resources","Corporate","Male",31,"United States","Columbus",8,NULL
"E01014","Lucas Phan","Director","Marketing","Research & Development","Male",49,"China","Chongqing",25,NULL
"E02108","Madeline Coleman","Sr. Manger","Finance","Research & Development","Female",51,"United States","Chicago",18,NULL
"E03802","Thomas Vazquez","Director","Engineering","Corporate","Male",46,"Brazil","Sao Paulo",9,NULL
"E01089","Nicholas Brooks","Analyst II","Accounting","Manufacturing","Male",43,"United States","Phoenix",6,NULL
"E03988","Dominic Thomas","Analyst II","Marketing","Manufacturing","Male",48,"United States","Austin",18,NULL
"E03429","Ian Wu","Sr. Analyst","Marketing","Manufacturing","Male",51,"China","Chengdu",12,NULL
"E02417","Alice Young","Automation Engineer","Engineering","Research & Development","Female",46,"United States","Chicago",16,NULL
"E00359","Logan Carrillo","Sr. Analyst","Marketing","Research & Development","Male",33,"United States","Miami",9,NULL
"E02044","Caroline Alexander","Business Partner","Human Resources","Manufacturing","Female",42,"United States","Columbus",3,NULL
"E04962","Elena Tan","Vice President","Engineering","Manufacturing","Female",50,"China","Chongqing",15,NULL
"E02769","Eliza Adams","Account Representative","Sales","Manufacturing","Female",26,"United States","Chicago",2,NULL
"E03893","Alice Xiong","Vice President","Engineering","Manufacturing","Female",55,"China","Chengdu",5,NULL
"E00553","Isla Yoon","Quality Engineer","Engineering","Research & Development","Female",50,"United States","Austin",11,NULL
"E02769","Riley Marquez","Sr. Manger","Finance","Research & Development","Female",39,"United States","Chicago",4,NULL
"E03277","Caroline Hu","Sr. Manger","Marketing","Speciality Products","Female",31,"China","Shanghai",4,NULL
"E04194","Madison Kumar","Director","Accounting","Speciality Products","Female",55,"China","Chengdu",13,NULL
"E01807","Matthew Lim","Sr. Analyst","Sales","Research & Development","Male",52,"United States","Seattle",30,NULL
"E01762","Maya Ngo","Manager","Sales","Speciality Products","Female",55,"United States","Columbus",11,NULL
"E02632","Alice Soto","Analyst","Accounting","Corporate","Female",56,"Brazil","Manaus",29,NULL
"E04226","Andrew Moore","Operations Engineer","Engineering","Manufacturing","Male",47,"United States","Chicago",23,NULL
"E04101","Olivia Harris","Director","Sales","Speciality Products","Female",63,"United States","Columbus",3,NULL
"E01981","Genesis Banks","Analyst","Finance","Corporate","Female",63,"United States","Chicago",12,NULL
"E02534","Victoria Johnson","Sr. Manger","Accounting","Corporate","Female",55,"United States","Columbus",20,NULL
"E01238","Eloise Griffin","Director","Sales","Manufacturing","Female",55,"United States","Austin",28,NULL
"E01118","Roman Yang","Manager","Human Resources","Manufacturing","Male",42,"United States","Phoenix",14,NULL
"E04308","Kai Flores","Development Engineer","Engineering","Manufacturing","Male",35,"United States","Seattle",7,NULL
"E01052","Jaxson Dinh","Sr. Manger","Marketing","Research & Development","Male",45,"China","Shanghai",23,NULL
"E04165","Sophie Vang","Sr. Manger","Marketing","Manufacturing","Female",25,"China","Chongqing",2,NULL
"E02295","Axel Jordan","Analyst","Sales","Corporate","Male",47,"United States","Chicago",11,NULL
"E00650","Emery Chang","Business Partner","Human Resources","Research & Development","Female",45,"China","Chengdu",23,NULL
"E04645","Elias Ahmed","Vice President","Marketing","Corporate","Male",57,"United States","Chicago",6,NULL
"E03880","Samantha Woods","Analyst","Accounting","Speciality Products","Female",56,"United States","Phoenix",4,NULL
"E02730","Axel Soto","Quality Engineer","Engineering","Corporate","Male",46,"Brazil","Rio de Janerio",19,NULL
"E04517","Amelia Choi","Manager","Marketing","Speciality Products","Female",43,"United States","Miami",18,NULL
"E00465","Dominic Parker","Test Engineer","Engineering","Research & Development","Male",62,"United States","Seattle",12,NULL
"E02337","Emma Cao","Analyst","Accounting","Corporate","Female",27,"China","Chongqing",4,NULL
"E04927","Ezekiel Bryant","Sr. Analyst","Finance","Manufacturing","Male",55,"United States","Miami",21,NULL
"E00085","Mason Watson","Sr. Manger","IT","Corporate","Male",46,"United States","Chicago",19,35000
"E03799","Natalie Hwang","Sr. Analyst","Finance","Speciality Products","Female",63,"United States","Phoenix",24,NULL
"E02633","Allison Roberts","Vice President","Sales","Manufacturing","Female",54,"United States","Columbus",23,NULL
"E02965","Andrew Do","Sr. Manger","Finance","Research & Development","Male",43,"United States","Seattle",3,NULL
"E04345","Eliana Grant","Engineering Manager","Engineering","Speciality Products","Female",64,"United States","Chicago",29,NULL
"E02895","Mila Soto","Director","Finance","Research & Development","Female",65,"Brazil","Manaus",15,NULL
"E00758","Jonathan Khan","Account Representative","Sales","Manufacturing","Male",35,"China","Shanghai",10,NULL
"E03750","Elias Dang","Director","Engineering","Speciality Products","Male",64,"China","Chengdu",28,NULL
"E00144","Theodore Ngo","Controls Engineer","Engineering","Research & Development","Male",55,"China","Beijing",6,NULL
"E02943","Bella Lopez","Sr. Analyst","Marketing","Corporate","Female",32,"United States","Chicago",10,NULL
"E03901","Luca Truong","Director","Marketing","Corporate","Male",45,"China","Chongqing",19,NULL
"E03461","Nathan Lau","Business Partner","Human Resources","Research & Development","Male",35,"United States","Austin",13,NULL
"E03490","Henry Campos","Sr. Manger","Human Resources","Corporate","Male",38,"United States","Phoenix",14,NULL
"E03226","Angel Stewart","Vice President","Finance","Corporate","Male",28,"United States","Seattle",4,NULL
"E04607","Landon Brown","Vice President","Marketing","Corporate","Male",26,"United States","Columbus",3,NULL
"E02678","Nicholas Rivera","Director","Engineering","Corporate","Male",45,"Brazil","Sao Paulo",17,NULL
"E02190","Gabriel Carter","Test Engineer","Engineering","Manufacturing","Male",57,"United States","Columbus",5,NULL
"E00268","Ian Flores","Director","Engineering","Corporate","Male",48,"Brazil","Rio de Janerio",4,NULL
"E01416","Hudson Thompson","Analyst II","Accounting","Manufacturing","Male",30,"United States","Phoenix",3,NULL
"E03849","Harper Chin","Quality Engineer","Engineering","Manufacturing","Female",50,"China","Shanghai",21,NULL
"E02801","Santiago f Brooks","Sr. Manger","Sales","Corporate","Male",51,"United States","Phoenix",23,NULL
"E04155","Dylan Dominguez","Sr. Analyst","Marketing","Research & Development","Male",42,"Brazil","Rio de Janerio",9,NULL
"E00116","Madelyn Mehta","Analyst","Sales","Speciality Products","Female",64,"United States","Phoenix",19,NULL
"E04811","Athena Vasquez","Field Engineer","Engineering","Speciality Products","Female",59,"Brazil","Rio de Janerio",9,NULL
"E00624","William Watson","Director","Accounting","Speciality Products","Male",41,"United States","Miami",11,NULL
"E03404","Everleigh Nunez","Field Engineer","Engineering","Speciality Products","Female",42,"Brazil","Manaus",3,NULL
"E01845","Leo Fernandez","Manager","Finance","Research & Development","Male",54,"Brazil","Sao Paulo",26,NULL
"E00145","Alexander Rivera","Sr. Analyst","Sales","Research & Development","Male",58,"Brazil","Manaus",15,NULL
"E00218","David Desai","Vice President","Sales","Speciality Products","Male",47,"United States","Austin",7,NULL
"E02185","Aubrey Yoon","Sr. Business Partner","Human Resources","Research & Development","Female",60,"China","Chongqing",18,NULL
"E03807","Noah Chen","Sr. Manger","Marketing","Manufacturing","Male",63,"China","Beijing",9,NULL
"E04448","Adrian Ruiz","Sr. Analyst","Finance","Corporate","Male",34,"Brazil","Sao Paulo",9,NULL
"E04817","Zoe Sanchez","Sr. Analyst","Accounting","Research & Development","Female",53,"Brazil","Sao Paulo",19,NULL
"E00325","Jameson Chen","Vice President","Marketing","Research & Development","Male",39,"China","Shanghai",4,NULL
"E00403","Liliana Soto","Business Partner","Human Resources","Manufacturing","Female",58,"United States","Austin",13,NULL
"E04358","Grayson Soto","Business Partner","Human Resources","Manufacturing","Male",34,"United States","Columbus",8,NULL
"E04662","Julia Morris","Sr. Manger","Human Resources","Corporate","Female",60,"United States","Phoenix",15,NULL
"E01870","Carson Chau","Director","Finance","Corporate","Male",58,"China","Chongqing",16,NULL
"E03971","Lillian Chen","Sr. Manger","Marketing","Research & Development","Female",25,"United States","Columbus",4,NULL
"E00153","Claire Jones","Field Engineer","Engineering","Corporate","Female",39,"United States","Seattle",5,NULL
"E02960","Nova Hill","Sr. Analyst","Accounting","Manufacturing","Female",56,"United States","Chicago",6,NULL
"E00096","Peyton Cruz","Development Engineer","Engineering","Manufacturing","Female",30,"Brazil","Sao Paulo",8,NULL
"E02140","Naomi Zhao","Vice President","Human Resources","Speciality Products","Female",45,"United States","Miami",2,NULL
"E00826","Rylee Bui","Analyst","Accounting","Corporate","Female",55,"China","Chongqing",12,NULL
"E02604","Brooklyn Collins","Sr. Manger","Finance","Corporate","Female",59,"United States","Austin",5,NULL
"E02613","John Jung","Sr. Analyst","Sales","Speciality Products","Male",63,"China","Shanghai",6,NULL
"E00864","Samantha Aguilar","Manager","Accounting","Speciality Products","Female",46,"United States","Seattle",14,NULL
"E01760","Madeline Acosta","Sr. Account Representative","Sales","Speciality Products","Female",26,"Brazil","Sao Paulo",3,NULL
"E01262","Miles Mehta","Manager","Finance","Manufacturing","Male",50,"China","Chongqing",6,NULL
"E01075","Joshua Juarez","Analyst II","Finance","Manufacturing","Male",46,"Brazil","Sao Paulo",9,NULL
"E00364","Matthew Howard","Director","Human Resources","Manufacturing","Male",50,"United States","Columbus",2,NULL
"E04108","Jade Figueroa","Sr. Analyst","Sales","Manufacturing","Female",33,"Brazil","Rio de Janerio",12,NULL
"E03720","Genesis Hunter","Manager","Finance","Corporate","Female",48,"United States","Chicago",25,NULL
"E03393","Henry Figueroa","Sr. Manger","Finance","Manufacturing","Male",46,"Brazil","Manaus",13,NULL
"E02977","Nicholas Song","Analyst II","Marketing","Manufacturing","Male",52,"China","Chengdu",25,NULL
"E02531","Jameson Foster","Analyst","Marketing","Manufacturing","Male",28,"United States","Columbus",2,NULL
"E02473","Leonardo Lo","Quality Engineer","Engineering","Speciality Products","Male",29,"China","Chongqing",2,NULL
"E02468","Ella Huang","Vice President","Marketing","Corporate","Female",45,"United States","Chicago",8,NULL
"E03697","Isaac Woods","Manager","Sales","Corporate","Male",28,"United States","Miami",3,NULL
"E03889","Caleb Flores","Manager","Human Resources","Manufacturing","Male",34,"Brazil","Rio de Janerio",10,NULL
"E01167","Kinsley Collins","Automation Engineer","Engineering","Speciality Products","Female",28,"United States","Phoenix",5,NULL
"E00711","Melody Chin","Sr. Manger","Finance","Corporate","Female",43,"United States","Chicago",17,NULL
"E04795","Eloise Alexander","Vice President","Human Resources","Corporate","Female",28,"United States","Seattle",6,NULL
"E03912","Carter Turner","Sr. Analyst","Marketing","Corporate","Male",33,"United States","Phoenix",8,NULL
"E02103","Andrew Ma","HRIS Analyst","Human Resources","Corporate","Male",31,"China","Chongqing",6,NULL
"E04213","Hailey Xi","Manager","Accounting","Corporate","Female",52,"China","Chongqing",2,NULL
"E03181","Greyson Dang","Development Engineer","Engineering","Manufacturing","Male",60,"China","Beijing",15,NULL
"E03305","Hannah King","Manager","Accounting","Speciality Products","Female",31,"United States","Chicago",9,NULL
"E00703","Wesley Dominguez","Engineering Manager","Engineering","Corporate","Male",45,"United States","Chicago",6,NULL
"E04403","Dominic Hu","Manager","Accounting","Speciality Products","Male",34,"China","Shanghai",12,NULL
"E00103","Nora Park","Director","Accounting","Speciality Products","Female",29,"United States","Columbus",6,NULL
"E04487","Audrey Hwang","Sr. Analyst","Accounting","Speciality Products","Female",45,"China","Beijing",3,NULL
"E01194","Ella Jenkins","Analyst II","Finance","Speciality Products","Female",52,"United States","Phoenix",4,NULL
"E02179","Peyton Owens","Controls Engineer","Engineering","Speciality Products","Female",48,"United States","Chicago",9,NULL
"E04242","Alice Lopez","Test Engineer","Engineering","Speciality Products","Female",48,"United States","Seattle",14,NULL
"E01371","Dominic Le","Vice President","Marketing","Corporate","Male",41,"China","Chongqing",9,NULL
"E03065","Ezra Ortiz","Quality Engineer","Engineering","Research & Development","Male",41,"United States","Miami",12,NULL
"E01377","Grayson Luu","Quality Engineer","Engineering","Research & Development","Male",55,"China","Shanghai",13,NULL
"E03097","Brooks Stewart","HRIS Analyst","Human Resources","Manufacturing","Male",45,"United States","Columbus",8,NULL
"E01668","Naomi Xi","Director","Finance","Corporate","Female",53,"China","Chongqing",22,NULL
"E02088","Skylar Ayala","Sr. Manger","Finance","Corporate","Female",55,"United States","Phoenix",7,NULL
"E03980","Lydia Huynh","Account Representative","Sales","Speciality Products","Female",45,"United States","Chicago",23,NULL
"E00972","Hazel Cortez","HRIS Analyst","Human Resources","Research & Development","Female",52,"Brazil","Sao Paulo",3,NULL
"E00824","Everleigh Adams","Analyst II","Marketing","Manufacturing","Female",33,"United States","Chicago",4,NULL
"E03113","Willow Chen","Manager","Accounting","Corporate","Female",50,"United States","Austin",11,NULL
"E01488","Penelope Griffin","Director","Sales","Manufacturing","Female",61,"United States","Seattle",3,NULL
"E01787","Lillian Romero","Director","Engineering","Corporate","Female",27,"United States","Austin",5,NULL
"E03550","Stella Wu","Sr. Manger","Marketing","Speciality Products","Female",35,"United States","Phoenix",10,NULL
"E01052","Parker Vang","Analyst","Sales","Corporate","Male",40,"United States","Miami",7,NULL
"E04799","Mila Roberts","Sr. Business Partner","Human Resources","Corporate","Female",30,"United States","Phoenix",7,NULL
"E03402","Isaac Liu","Field Engineer","Engineering","Manufacturing","Male",60,"China","Chongqing",31,NULL
"E04128","Jacob Doan","Analyst II","Sales","Speciality Products","Male",55,"United States","Miami",2,NULL
"E00013","Raelynn Ma","Sr. Analyst","Finance","Speciality Products","Female",33,"United States","Miami",8,NULL
"E03114","Jameson Juarez","Development Engineer","Engineering","Speciality Products","Male",62,"United States","Miami",29,NULL
"E04004","Everleigh Shah","Test Engineer","Engineering","Research & Development","Female",36,"United States","Columbus",5,NULL
"E04472","Alexander Foster","Analyst II","Marketing","Manufacturing","Male",35,"United States","Columbus",3,NULL
"E00161","Ryan Ha","Vice President","Marketing","Corporate","Male",60,"United States","Miami",17,NULL
"E04417","Chloe Salazar","Sr. Manger","Human Resources","Speciality Products","Female",45,"United States","Seattle",13,NULL
"E04536","Layla Scott","Sr. Manger","Accounting","Speciality Products","Female",48,"United States","Phoenix",13,NULL
"E02534","Leah Khan","Director","Marketing","Corporate","Female",36,"China","Chongqing",13,NULL
"E02857","Mason Jimenez","Sr. Manger","Finance","Speciality Products","Male",44,"United States","Austin",4,NULL
"E03059","Hailey Dang","Manager","Marketing","Manufacturing","Female",64,"China","Shanghai",4,NULL
"E02477","Amelia Bui","Director","Engineering","Speciality Products","Female",46,"China","Chengdu",3,NULL
"E00022","Elena Her","Account Representative","Sales","Manufacturing","Female",62,"China","Chongqing",17,NULL
"E03370","Ian Cortez","Analyst II","Marketing","Research & Development","Male",61,"Brazil","Rio de Janerio",16,NULL
"E00555","Christian Ali","Analyst II","Marketing","Research & Development","Male",65,"China","Chongqing",22,NULL
"E03160","Carter Ortiz","Quality Engineer","Engineering","Speciality Products","Male",54,"Brazil","Sao Paulo",12,NULL
"E03919","Grayson Chan","Engineering Manager","Engineering","Speciality Products","Male",46,"China","Chengdu",12,NULL
"E02856","Amelia Kaur","Operations Engineer","Engineering","Research & Development","Female",30,"United States","Columbus",8,NULL
"E03805","Autumn Gonzales","Analyst II","Sales","Corporate","Female",34,"Brazil","Manaus",12,NULL
"E01090","Jacob Cheng","Quality Engineer","Engineering","Research & Development","Male",59,"United States","Miami",14,NULL
"E02687","Caroline Nelson","Vice President","Finance","Corporate","Female",36,"United States","Chicago",10,NULL
"E01407","Ellie Guerrero","Sr. Manger","Human Resources","Corporate","Female",29,"Brazil","Manaus",3,NULL
"E02748","Genesis Zhu","Director","Finance","Speciality Products","Female",34,"United States","Seattle",3,NULL
"E01714","Savannah Park","HRIS Analyst","Human Resources","Manufacturing","Female",44,"United States","Seattle",15,NULL
"E01076","Sofia Vu","Sr. Manger","Human Resources","Research & Development","Female",52,"United States","Austin",6,NULL
"E04131","Ruby Choi","Analyst","Accounting","Manufacturing","Female",40,"United States","Columbus",5,NULL
"E02843","Lily Pena","Manager","Human Resources","Speciality Products","Female",55,"United States","Miami",14,NULL
"E03758","Liam Zhang","Director","Marketing","Research & Development","Male",29,"United States","Chicago",2,NULL
"E02063","Ian Gutierrez","Sr. Business Partner","Human Resources","Research & Development","Male",32,"Brazil","Rio de Janerio",3,NULL
"E00638","David Simmons","Manager","Marketing","Corporate","Male",51,"United States","Phoenix",27,NULL
"E03571","Lincoln Henderson","Business Partner","Human Resources","Speciality Products","Male",28,"United States","Chicago",2,NULL
"E01820","Nathan Miller","Quality Engineer","Engineering","Speciality Products","Male",27,"United States","Miami",5,NULL
"E01712","James Singh","Director","Marketing","Corporate","Male",45,"China","Chongqing",16,NULL
"E00184","Kayden Ortega","Analyst","Accounting","Manufacturing","Male",58,"Brazil","Rio de Janerio",14,NULL
"E02706","Lucy Figueroa","Sr. Manger","Finance","Research & Development","Female",45,"United States","Columbus",8,NULL
"E02899","Joshua Cortez","Sr. Manger","Finance","Corporate","Male",44,"Brazil","Manaus",16,NULL
"E02478","Alexander Morris","Manager","Sales","Speciality Products","Male",33,"United States","Phoenix",10,NULL
"E00530","Naomi Chu","Sr. Manger","Sales","Manufacturing","Female",46,"China","Chongqing",20,NULL
"E02492","Sebastian Gupta","Sr. Analyst","Marketing","Corporate","Male",40,"China","Chongqing",9,NULL
"E01733","Eloise Pham","Manager","Sales","Speciality Products","Female",45,"China","Shanghai",12,NULL
"E02857","Valentina Davis","Analyst","Sales","Speciality Products","Female",33,"United States","Miami",10,NULL
"E04938","Brooklyn Daniels","Analyst","Marketing","Speciality Products","Female",64,"United States","Miami",21,NULL
"E04952","Paisley Gomez","Sr. Analyst","Sales","Manufacturing","Female",57,"Brazil","Rio de Janerio",16,NULL
"E02420","Madison Li","Director","Marketing","Manufacturing","Female",35,"China","Beijing",7,NULL
"E01639","Everleigh Simmons","Analyst","Finance","Manufacturing","Female",55,"United States","Chicago",3,NULL
"E03947","Logan Soto","Vice President","Finance","Research & Development","Male",36,"United States","Columbus",5,NULL
"E00380","Alice Thompson","Vice President","Accounting","Speciality Products","Female",48,"United States","Seattle",17,NULL
"E02628","Nora Nelson","Analyst II","Finance","Manufacturing","Female",41,"United States","Columbus",17,NULL
"E03578","Maverick Li","Analyst II","Sales","Research & Development","Male",34,"United States","Austin",6,NULL
"E03563","Ian Barnes","Operations Engineer","Engineering","Corporate","Male",47,"United States","Miami",4,NULL
"E02781","Athena Vu","Director","Accounting","Manufacturing","Female",63,"United States","Miami",17,NULL
"E04739","Ruby Washington","Analyst","Marketing","Research & Development","Female",65,"United States","Seattle",12,NULL
"E02665","Bella Butler","Sr. Manger","Finance","Manufacturing","Female",33,"United States","Seattle",4,NULL
"E04132","Kinsley Henry","Director","Marketing","Manufacturing","Female",45,"United States","Miami",16,NULL
"E00276","Kennedy Romero","Engineering Manager","Engineering","Research & Development","Female",37,"Brazil","Rio de Janerio",5,NULL
"E04277","Zoe Do","Analyst II","Sales","Speciality Products","Female",60,"China","Beijing",10,NULL
"E02881","Leilani Sharma","Sr. Analyst","Accounting","Manufacturing","Female",43,"China","Chengdu",10,NULL
"E03750","Jordan Cho","Analyst II","Accounting","Speciality Products","Male",28,"United States","Phoenix",5,NULL
"E00605","Nova Williams","Manager","Finance","Speciality Products","Female",61,"United States","Miami",14,NULL
"E04641","Scarlett Hill","Director","Engineering","Speciality Products","Female",45,"United States","Columbus",6,NULL
"E04087","Adam Kaur","Manager","IT","Corporate","Male",60,"China","Chengdu",24,35000
"E01019","Dominic Scott","Sr. Analyst","Sales","Corporate","Male",45,"United States","Phoenix",13,NULL
"E03694","Elena Patterson","Vice President","Finance","Speciality Products","Female",38,"United States","Chicago",5,NULL
"E01123","Madison Nelson","Director","Accounting","Corporate","Female",27,"United States","Miami",2,NULL
"E04005","Lincoln Wong","Sr. Analyst","Finance","Corporate","Male",49,"United States","Columbus",5,NULL
"E02770","James Huang","Manager","Human Resources","Speciality Products","Male",54,"China","Beijing",27,NULL
"E04018","Emery Ford","Analyst II","Marketing","Corporate","Female",39,"United States","Austin",7,NULL
"E04940","Hudson Williams","Vice President","Sales","Speciality Products","Male",36,"United States","Austin",6,NULL
"E03465","Harper Phan","Analyst II","Finance","Manufacturing","Female",45,"China","Shanghai",7,NULL
"E03064","Lincoln Fong","Analyst II","Sales","Speciality Products","Male",31,"China","Chongqing",4,NULL
"E01883","Isla Guzman","Sr. Manger","Accounting","Speciality Products","Female",28,"Brazil","Rio de Janerio",4,NULL
"E03984","Hailey Foster","Controls Engineer","Engineering","Manufacturing","Female",55,"United States","Chicago",3,NULL
"E00446","Hudson Hill","Sr. Analyst","Sales","Research & Development","Male",30,"United States","Austin",4,NULL
"E02825","Wyatt Li","Vice President","Engineering","Manufacturing","Male",63,"United States","Chicago",11,NULL
"E01899","Xavier Jackson","Vice President","Marketing","Speciality Products","Male",52,"United States","Miami",22,NULL
"E02562","Christian Medina","Analyst","Marketing","Corporate","Male",51,"United States","Columbus",16,NULL
"E01006","Autumn Leung","Vice President","Finance","Research & Development","Female",25,"United States","Chicago",2,NULL
"E03642","Aria Roberts","Manager","Accounting","Corporate","Female",38,"United States","Seattle",8,NULL
"E02884","Axel Johnson","Director","Human Resources","Corporate","Male",60,"United States","Seattle",9,NULL
"E00701","Madeline Garcia","Sr. Business Partner","Human Resources","Speciality Products","Female",45,"Brazil","Rio de Janerio",5,NULL
"E04720","Christopher Chung","Controls Engineer","Engineering","Corporate","Male",28,"United States","Phoenix",2,NULL
"E01985","Eliana Turner","Account Representative","Sales","Research & Development","Female",65,"United States","Austin",23,NULL
"E03273","Daniel Shah","Analyst II","Sales","Research & Development","Male",41,"China","Beijing",14,NULL
"E02415","Penelope Gonzalez","Sr. Analyst","Sales","Corporate","Female",52,"United States","Phoenix",29,NULL
"E02877","Mila Allen","Controls Engineer","Engineering","Corporate","Female",56,"United States","Miami",8,NULL
"E00091","Emilia Chu","Analyst II","Finance","Manufacturing","Female",48,"United States","Austin",20,NULL
"E02563","Emily Clark","Vice President","Accounting","Corporate","Female",36,"United States","Miami",4,NULL
"E04221","Roman King","Analyst II","Finance","Corporate","Male",60,"United States","Columbus",16,NULL
"E04887","Emery Do","Account Representative","Sales","Research & Development","Female",40,"United States","Columbus",6,NULL
"E03170","Autumn Thao","Account Representative","Sales","Manufacturing","Female",63,"United States","Phoenix",6,NULL
"E01636","Naomi Coleman","Manager","Marketing","Corporate","Female",29,"United States","Phoenix",7,NULL
"E02249","Allison Daniels","Manager","Finance","Manufacturing","Female",37,"United States","Phoenix",4,NULL
"E03655","Samantha Rogers","Analyst","Marketing","Speciality Products","Female",28,"United States","Miami",4,NULL
"E03694","Hailey Watson","Sr. Manger","Accounting","Corporate","Female",31,"United States","Columbus",7,NULL
"E02920","Willow Woods","Vice President","Human Resources","Speciality Products","Female",28,"United States","Miami",2,NULL
"E03220","Alexander Gonzales","Manager","Accounting","Research & Development","Male",34,"United States","Phoenix",6,NULL
"E01347","Aiden Gonzales","Vice President","Marketing","Speciality Products","Male",44,"Brazil","Sao Paulo",3,NULL
"E03968","Joshua Chin","Sr. Manger","Marketing","Manufacturing","Male",60,"United States","Phoenix",2,NULL
"E04299","Paisley Hall","Director","Human Resources","Speciality Products","Female",41,"United States","Columbus",14,NULL
"E01150","Allison Leung","Sr. Analyst","Sales","Research & Development","Female",62,"United States","Austin",4,NULL
"E03774","Hannah Mejia","Vice President","Marketing","Corporate","Female",47,"United States","Austin",25,NULL
"E01638","Elizabeth Huang","Analyst","Finance","Speciality Products","Female",62,"China","Beijing",21,NULL
"E01877","Abigail Garza","Analyst","Accounting","Manufacturing","Female",33,"United States","Seattle",6,NULL
"E01193","Raelynn Lu","Director","Finance","Research & Development","Female",27,"China","Chongqing",4,NULL
"E01789","Charles Luu","Sr. Manger","Sales","Manufacturing","Male",25,"China","Shanghai",2,NULL
"E01422","Lydia Espinoza","Sr. Manger","Marketing","Speciality Products","Female",29,"Brazil","Sao Paulo",4,NULL
"E00440","Adeline Thao","Vice President","Finance","Corporate","Female",54,"United States","Seattle",16,NULL
"E00145","Kinsley Dixon","Analyst","Accounting","Manufacturing","Female",28,"United States","Miami",5,NULL
"E04150","Natalia Vu","Analyst","Accounting","Research & Development","Female",54,"United States","Columbus",17,NULL
"E02846","Julia Mai","Manager","Marketing","Manufacturing","Female",50,"China","Shanghai",12,NULL
"E04247","Camila Evans","Manager","Marketing","Research & Development","Female",55,"United States","Miami",31,NULL
"E02613","Everly Lai","Vice President","Marketing","Speciality Products","Female",52,"United States","Chicago",26,NULL
"E03349","Adam He","Director","Accounting","Speciality Products","Male",35,"China","Beijing",6,NULL
"E03648","Vivian Hunter","Account Representative","Sales","Corporate","Female",26,"United States","Seattle",4,NULL
"E03981","Eliana Li","Test Engineer","Engineering","Research & Development","Female",63,"United States","Miami",6,NULL
"E03262","Logan Mitchell","Analyst II","Marketing","Manufacturing","Male",65,"United States","Columbus",18,NULL
"E02716","Dominic Dinh","Sr. Manger","Marketing","Speciality Products","Male",45,"United States","Chicago",19,NULL
